SCHL,ESR,WKHP,WAGP,COW,INDP,OCCP,AGEP,SEX,RAC1P,MAR,NATIVITY,DRIVESP,HICOV,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,DIS,CIT,ENG,LANX,FER,poverty_status
16,1,40,55000,1,6390,9600,22,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
16,6,,0,,,,60,1,2,5,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
17,6,,0,,,,44,2,1,1,1,,1,1,2,2,2,2,2,2,1,1,,2,2,0
19,6,,0,,,,76,1,1,1,1,,1,1,1,1,2,2,2,2,2,1,,2,,0
12,,,0,,,,15,1,9,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
13,,,0,,,,15,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
16,6,,0,,,,38,1,1,5,1,,1,1,2,1,1,2,2,2,1,1,,2,,0
16,6,,0,,,,20,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
09,,,,,,,13,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,4,40,35000,5,9790,9830,28,1,1,5,1,,1,2,2,2,1,1,2,2,1,1,,2,,0
18,6,,0,1,8660,4120,43,1,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,1
16,1,12,4500,1,5392,4720,18,1,6,5,1,,2,2,2,2,2,2,2,2,2,3,,2,,0
14,6,,0,,,,17,1,2,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,40,2,2,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,1
16,1,56,30000,1,1370,7700,41,1,8,5,1,3,1,1,2,2,2,2,2,2,2,3,1,1,,0
21,1,40,85000,3,9470,2015,44,2,9,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,0
22,1,40,90000,1,2190,0800,43,2,6,1,2,1,1,1,2,2,2,2,2,2,2,5,1,1,2,0
24,1,40,200000,1,6970,1021,56,1,1,1,2,,1,1,2,2,2,2,2,2,2,4,2,1,,0
19,6,,0,,,,89,1,1,5,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
24,1,40,80000,4,7870,0360,41,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
04,6,,0,,,,62,1,8,3,2,,1,2,2,2,1,2,2,2,1,5,4,1,,0
19,6,,0,,,,70,2,6,1,2,,1,1,2,1,2,2,2,2,1,4,3,1,,0
15,6,,0,,,,53,2,2,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
07,,,,,,,10,1,1,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
09,,,,,,,12,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
10,,,,,,,12,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,1,40,565000,1,5392,1021,56,1,9,3,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,3,,0,2,5171,9620,39,2,8,1,2,,1,1,2,2,2,2,2,2,2,5,3,1,2,0
24,1,60,627000,1,7460,1650,59,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
21,1,40,110000,7,3960,1650,46,2,6,1,2,1,1,1,1,2,2,2,2,2,2,4,1,1,2,0
,,,,,,,0,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
22,1,40,15000,1,7970,3255,28,2,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
10,,,,,,,13,1,9,5,1,,1,1,1,2,2,2,2,2,2,1,,2,,0
20,1,45,70000,1,8191,5120,55,2,1,1,1,,1,1,1,2,2,2,2,2,1,1,,2,,0
08,1,24,3600,5,9480,3602,42,2,1,5,1,,1,2,2,2,1,2,2,2,1,1,,2,2,0
02,,,,,,,5,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,,0
01,6,,0,,,,66,1,1,5,1,,1,2,2,1,1,2,2,2,1,1,,2,,0
08,1,40,60000,1,4881,0160,62,1,9,5,2,1,2,2,2,2,2,2,2,2,2,5,3,1,,0
11,,,,,,,14,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,77000,3,9370,1220,45,2,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
01,,,,,,,5,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,40,0,6,7390,0710,51,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
23,1,50,72000,7,7270,2100,43,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,40,10000,2,8470,2300,51,2,6,1,2,2,2,2,2,2,2,2,2,2,2,5,3,1,,0
18,1,40,27000,1,5171,4720,55,1,3,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,6,3,7000,7,6570,2710,67,2,1,4,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
22,1,40,99000,1,2190,1760,30,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
21,6,,0,,,,79,2,1,1,1,,1,1,1,1,2,1,2,2,2,1,,2,,0
21,3,22,6200,1,7280,0940,29,1,1,5,1,,1,2,2,2,2,1,1,2,2,1,,2,,0
19,1,40,110000,1,6680,1021,35,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,3,60,50000,1,8680,0310,25,2,9,1,1,,1,2,2,2,1,2,2,2,2,1,1,1,1,0
20,6,,0,,,,72,2,1,1,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
20,6,,0,,,,45,1,1,5,1,,2,2,2,2,2,2,2,2,2,1,,2,,1
09,,,,,,,13,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,1,50,167000,1,4370,4710,55,1,9,1,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
21,1,19,11400,1,7270,5260,23,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,1,1,2,0
01,1,40,34600,1,4470,9620,60,2,9,1,2,1,1,1,2,2,2,2,2,2,2,5,4,1,,0
16,6,,0,,,,51,1,1,3,1,,1,2,2,2,1,2,2,2,1,1,,2,,0
22,6,,0,,,,36,2,6,1,1,,1,2,1,2,2,2,2,2,2,1,1,1,2,0
21,1,45,115000,1,4971,1021,30,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
12,,,0,,,,15,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
12,,,0,,,,15,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,6,,0,,,,74,2,9,2,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
10,,,,,,,13,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
20,6,,0,,,,63,2,1,3,2,,1,2,1,2,2,2,2,2,2,5,4,1,,0
,,,,,,,2,1,2,5,1,,1,2,2,2,2,1,2,2,2,1,,,,0
23,2,40,50000,1,0770,6260,36,1,8,3,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
21,6,,0,,,,73,1,1,1,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
09,,,,,,,13,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
22,1,32,56000,2,8370,2014,40,1,8,5,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
19,6,,0,,,,33,2,1,1,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
21,6,,0,,,,61,1,1,5,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
07,,,,,,,10,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,37,28000,1,6992,5400,55,2,6,5,2,1,1,1,2,2,2,2,2,2,1,4,3,1,,0
22,3,,0,1,6970,0845,54,2,6,3,2,,1,2,2,1,2,2,2,2,2,4,2,1,,0
10,,,,,,,13,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,50,1,9,5,1,,1,2,2,1,1,2,2,2,1,1,,2,,1
16,1,40,0,6,7770,4251,38,1,8,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,,1
01,,,,,,,4,2,6,5,1,,1,1,2,2,1,2,2,2,2,1,,,,0
16,1,32,14100,2,7770,4251,39,1,9,5,1,1,2,2,2,2,2,2,2,2,2,3,2,1,,0
03,,,,,,,7,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,2,1,,0
19,1,40,28000,1,8090,8740,33,2,6,1,1,,1,1,2,2,2,2,2,2,2,1,,2,1,0
16,1,40,25000,1,5392,5240,50,2,9,4,2,1,1,2,2,1,2,2,2,2,2,5,3,1,2,0
20,6,,0,1,5171,4760,21,2,6,5,1,,1,2,1,2,2,2,2,2,2,1,1,1,2,0
24,6,,0,,,,79,2,1,2,2,,1,2,2,1,2,2,2,2,2,4,1,1,,0
16,1,40,33000,1,8290,0530,50,1,8,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,,0
21,1,40,60000,1,8660,4230,61,2,6,1,2,3,1,1,2,2,2,2,2,2,2,5,1,1,,0
18,1,30,29000,1,8680,4010,21,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
09,6,,0,,,,65,1,1,1,2,,1,2,2,1,2,2,2,2,2,5,4,1,,1
18,2,40,0,6,8680,0310,50,1,6,1,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
20,1,20,15000,1,8680,5240,25,1,1,5,1,2,1,1,2,2,1,2,2,2,1,1,,2,,1
21,1,30,25000,1,8180,3255,65,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
,,,,,,,1,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
04,,,,,,,8,2,1,5,1,,1,2,2,1,2,2,2,2,2,1,1,1,,1
06,,,,,,,10,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
17,1,40,60000,1,5791,4700,55,1,9,4,2,,1,1,2,2,2,2,2,2,2,4,4,1,,0
19,1,40,78000,1,4265,4850,61,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,1,20,30000,1,8470,2300,60,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
10,,,,,,,13,2,3,5,1,,1,1,2,2,1,2,2,1,2,1,,2,,0
20,6,,0,,,,66,1,9,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
19,1,36,25000,7,8680,4030,25,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
11,,,,,,,14,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
22,6,,0,,,,65,2,1,1,2,,1,1,2,1,2,2,2,2,2,4,,2,,0
08,,,,,,,11,1,9,5,1,,1,2,2,2,2,2,1,2,2,1,,2,,1
24,1,40,627000,1,3390,1530,55,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
11,6,,0,,,,89,2,1,1,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
05,,,,,,,8,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,60,132000,1,3590,1320,41,1,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,20,22000,1,8680,4055,24,2,9,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,0
10,,,,,,,12,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,6,,0,,,,20,1,8,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
19,1,40,75000,3,9470,3870,41,1,9,5,2,1,1,1,1,2,2,1,1,2,2,4,1,1,,0
23,1,45,300000,7,7970,3090,39,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
22,6,,0,,,,71,2,9,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
18,1,50,110000,1,0590,6410,52,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,,2,,0
07,,,,,,,9,1,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
15,6,,0,,,,35,2,1,5,1,,1,2,2,1,2,2,2,2,2,1,,2,2,1
21,1,40,0,6,8590,4621,31,2,8,1,1,1,1,1,1,2,2,2,2,2,2,1,,2,2,0
16,1,25,7800,1,7870,4640,17,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
21,1,45,64000,1,8090,3620,36,2,1,5,1,1,1,2,1,2,2,2,2,2,2,1,,2,2,0
18,1,15,5000,1,6380,5510,18,1,1,5,1,1,1,2,1,2,2,2,2,2,2,1,,2,,0
06,,,,,,,9,2,6,5,1,,1,2,2,2,1,2,2,2,2,1,2,1,,0
06,,,,,,,9,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
01,1,35,0,6,6380,5510,35,1,1,1,2,1,1,1,2,2,2,2,2,2,2,5,2,1,,1
14,1,25,19000,1,7690,4230,20,2,8,5,1,6,1,2,2,2,1,2,2,2,2,1,1,1,2,0
18,1,40,90000,1,0770,0220,49,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,6,,0,,,,71,2,1,2,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
01,,,,,,,3,1,9,5,1,,1,1,2,2,1,2,2,2,2,1,,,,1
09,1,40,105000,1,2370,8950,54,1,8,1,2,2,2,2,2,2,2,2,2,2,2,4,3,1,,0
21,1,40,84000,1,0570,1410,30,1,9,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
03,,,,,,,7,1,9,5,2,,1,2,2,2,1,2,2,2,2,5,2,1,,0
21,1,40,149000,1,3390,0440,48,1,6,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,,0
11,6,,0,,,,50,2,8,1,2,,1,2,2,2,1,2,2,2,2,5,3,1,2,1
21,6,,0,,,,79,1,9,1,2,,1,2,2,1,2,2,2,2,2,4,2,1,,0
21,1,50,40000,1,7380,1031,24,2,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
02,,,,,,,5,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,46,140000,1,6570,4435,42,2,1,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
24,1,25,24000,1,7860,2310,63,1,9,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
09,,,,,,,12,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,40,72000,1,8870,1555,37,1,1,5,1,1,1,1,2,2,2,2,2,2,1,1,,2,,0
24,1,40,100000,1,2570,1760,57,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
18,6,,0,,,,62,1,1,3,1,,1,2,2,2,1,2,2,2,1,1,,2,,1
21,6,,0,,,,76,2,6,3,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
19,6,,0,,,,76,2,9,2,2,,1,1,2,1,2,2,2,2,2,4,1,1,,0
14,6,,0,,,,16,2,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
06,,,,,,,9,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
15,6,,0,,,,31,1,9,5,1,,1,1,2,2,2,2,2,2,1,1,,2,,0
18,6,,0,,,,75,1,1,3,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
19,1,35,48000,1,8680,4055,25,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
20,1,46,96000,1,6871,4965,34,2,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,1,44,54000,3,9470,3870,34,1,6,1,1,2,1,1,1,2,2,1,1,2,2,1,,2,,0
18,1,40,80000,1,6970,5240,37,2,1,5,1,3,1,1,2,2,2,2,2,2,2,1,1,1,2,0
12,6,,0,,,,89,1,6,1,2,,1,2,2,1,1,2,2,2,1,4,3,1,,0
03,,,,,,,6,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
02,,,,,,,5,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
16,2,40,55000,1,8170,3602,33,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
21,1,40,70000,1,6070,9050,47,1,6,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,55,83000,1,2070,8740,36,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
20,6,,0,,,,62,2,1,1,2,,1,2,2,2,1,2,2,2,2,4,3,1,,0
22,1,50,120000,3,7860,2320,45,2,9,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
23,1,50,223000,1,8090,3090,43,1,6,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
16,6,20,20000,1,8561,9620,33,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,,2,,0
17,1,20,0,6,0170,0205,50,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,,2,,1
18,1,25,0,6,0770,6410,63,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
01,1,20,54000,1,6190,4720,78,1,1,3,1,1,1,1,2,1,2,2,1,2,1,1,,2,,0
19,6,,0,6,8564,2700,46,1,1,1,2,,1,2,1,2,2,2,2,2,2,4,1,1,,0
19,6,,0,,,,75,1,6,2,2,,1,2,2,1,2,2,2,2,2,4,2,1,,0
21,6,,0,1,8191,5730,37,2,6,1,2,,1,2,2,2,2,1,2,2,2,5,3,1,1,0
14,1,40,61000,3,7860,7340,55,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
16,1,40,5900,1,4670,5522,41,2,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
05,,,,,,,7,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,,,,70,1,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
16,6,,0,,,,83,2,1,2,1,,1,1,1,1,2,2,2,2,2,1,1,1,,0
21,1,30,20000,2,7890,5940,32,2,9,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,2,0
15,1,30,20000,1,8680,4020,42,1,8,1,2,3,1,2,2,2,1,2,2,2,2,5,1,1,,0
19,6,,0,,,,79,2,2,2,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
18,6,20,11300,1,9090,0440,67,2,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
18,6,,0,1,8680,4020,23,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,1
16,6,,0,1,8191,3500,33,2,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,2,0
01,6,,0,,,,47,1,1,5,1,,1,2,2,1,2,2,2,2,1,1,,2,,1
19,1,20,4000,1,4991,4760,68,1,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
16,1,40,30000,1,8680,5610,59,1,8,4,2,1,1,1,2,2,2,2,2,2,2,5,1,1,,0
18,1,20,3400,1,7580,9620,19,1,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
18,1,50,125000,1,6290,9620,58,1,9,1,1,1,1,1,1,2,2,2,2,2,2,1,,2,,0
,,,,,,,1,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,,,,0
22,6,,0,,,,73,1,1,1,1,,1,1,2,1,2,2,2,2,2,1,,2,,1
01,1,40,60000,1,6970,5120,30,1,8,1,1,3,2,2,2,2,2,2,2,2,2,1,,2,,0
19,1,40,150000,1,4195,0150,56,1,1,5,1,1,1,1,2,2,2,2,2,2,2,3,,2,,0
22,1,40,684000,1,7380,0300,49,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
22,6,,0,4,7870,2205,34,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,1
21,3,40,57000,1,6690,0110,63,1,9,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
11,6,,0,,,,43,2,1,1,1,,1,2,2,1,1,2,2,2,1,1,,2,2,0
17,6,,0,,,,81,1,1,2,1,,1,2,1,1,2,2,2,2,1,1,,2,,0
14,6,,0,,,,17,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,2,0
16,6,,0,,,,20,2,9,5,1,,1,2,1,2,2,2,2,2,2,1,,2,2,1
21,3,,0,9,9920,9920,37,2,6,1,2,,2,2,2,2,2,2,2,2,2,5,2,1,2,0
22,1,40,68000,3,7860,2330,41,2,1,1,1,3,1,1,2,2,2,2,2,2,2,1,,2,2,0
20,1,40,70000,5,9590,3402,43,1,1,3,1,1,1,1,2,2,2,2,2,2,2,3,,2,,0
21,1,40,100000,1,2190,0440,52,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
02,,,,,,,3,1,1,5,1,,1,2,1,2,2,2,2,2,2,1,,,,0
18,1,40,80000,1,0490,6200,60,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,3,9380,5100,61,2,9,1,2,,1,2,1,2,2,2,2,2,1,5,1,1,,0
21,1,45,100000,1,6970,0800,50,2,1,3,2,,1,1,2,2,2,2,2,2,2,4,1,1,2,0
04,,,,,,,8,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
02,,,,,,,3,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
21,3,30,2000,1,6570,4420,23,1,9,5,1,,1,2,2,2,2,1,2,2,2,1,1,1,,0
22,1,50,65000,3,7860,2320,43,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,2,0
19,1,40,38000,1,3580,7750,27,1,8,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
19,6,14,1000,1,5171,4760,19,1,6,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
08,6,,0,,,,44,2,8,1,2,,2,2,2,2,2,2,2,2,2,5,3,1,2,1
21,3,72,77000,7,6570,2710,51,1,1,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
03,,,,,,,5,2,8,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
17,6,,0,,,,89,2,6,2,2,,1,2,1,1,1,2,2,2,1,4,3,1,,1
16,1,40,0,6,6170,9620,42,1,9,1,2,1,1,2,2,2,1,2,2,2,2,5,2,1,,0
21,1,40,85000,3,7860,2310,48,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
19,6,,0,1,8680,0310,36,1,9,1,2,,2,2,2,2,2,2,2,2,2,4,1,1,,0
24,1,60,133000,4,7870,2205,60,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
06,6,,0,1,4470,9640,59,2,8,5,2,,2,2,2,2,2,2,2,2,2,5,1,1,,0
16,6,,0,,,,66,2,2,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
20,1,20,10000,4,9480,3602,19,1,1,5,1,1,1,2,2,2,1,2,2,2,2,1,,2,,1
20,1,40,58000,1,3990,0735,29,2,6,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,2,0
22,1,50,48000,1,8180,0350,67,1,6,1,2,1,1,2,2,1,2,1,1,2,2,4,1,1,,0
21,1,40,35000,1,5071,4700,33,2,6,1,2,,1,1,1,2,2,2,2,2,2,4,1,1,2,0
21,1,14,12100,1,6570,4420,23,1,8,5,1,4,2,2,2,2,2,2,2,2,2,1,1,1,,0
11,1,20,7000,7,4771,4700,44,2,9,1,2,,1,1,2,2,2,2,2,2,2,5,3,1,2,0
21,1,30,0,6,6970,0850,59,2,6,1,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
20,6,,0,,,,73,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
16,1,30,3000,1,6170,9620,25,1,1,5,1,2,1,2,2,2,1,2,2,2,2,1,,2,,1
21,6,,0,,,,72,1,6,1,2,,1,1,2,1,2,2,2,2,2,4,1,1,,0
13,6,,0,,,,73,2,1,2,1,,1,1,2,1,2,2,2,2,1,1,,2,,0
19,6,,0,,,,59,2,1,5,2,,1,2,2,1,1,2,2,2,1,4,3,1,,1
20,6,32,12300,1,7880,2205,71,2,1,2,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
18,6,,0,,,,60,2,9,1,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
19,1,40,13000,1,8660,4020,30,2,6,5,2,1,1,1,2,2,2,2,2,2,2,4,,2,2,1
16,6,,0,,,,67,2,1,1,1,,1,2,2,1,2,2,2,2,1,1,,2,,0
22,4,80,100000,5,9780,9830,45,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,,0
15,1,20,1000,6,1190,7800,21,2,8,5,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,0
21,1,40,0,6,0770,6260,51,1,1,1,2,1,2,2,2,2,2,2,2,2,2,4,1,1,,0
24,6,,0,,,,77,1,1,3,1,,1,1,2,1,2,2,2,2,2,1,,2,,0
20,1,29,22600,3,9470,1050,27,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
18,6,,0,,,,68,2,1,1,2,,1,2,1,1,2,2,2,2,2,5,,2,,0
24,1,40,140000,1,7570,0020,51,1,6,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
21,6,,0,,,,71,2,1,1,1,,1,2,2,1,2,2,2,2,2,1,,2,,0
16,1,40,60000,1,5392,4700,58,2,8,5,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
14,1,10,5000,1,8680,4030,18,2,1,5,1,2,1,1,2,2,2,2,2,2,2,1,,2,2,0
13,6,,0,,,,16,1,9,5,1,,1,2,2,2,1,2,2,2,2,1,,2,,0
16,6,,0,,,,94,2,8,1,2,,1,2,2,1,1,2,2,2,2,4,1,1,,1
13,6,,0,,,,17,2,8,1,1,,1,2,2,2,1,2,2,2,2,1,,2,2,1
23,1,40,168000,1,6991,1800,44,2,6,1,1,,1,1,2,2,2,2,2,2,2,1,,2,2,0
16,1,80,40000,3,8170,3602,37,2,8,5,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,0
19,1,40,75000,1,5392,4700,43,1,2,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
21,2,40,40000,1,4195,5610,47,1,1,3,1,,1,2,1,2,2,2,2,2,2,1,,2,,0
01,6,,0,,,,61,2,6,1,2,,1,1,2,2,2,2,2,2,2,4,4,1,,0
16,6,9,11300,1,8660,4230,58,2,3,5,2,,1,2,2,2,1,2,2,2,2,4,1,1,,0
16,6,,0,6,4390,4710,67,2,6,1,2,,1,2,2,1,2,2,2,2,2,4,1,1,,0
21,1,40,90000,4,0770,1360,28,1,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
03,,,,,,,4,2,1,5,1,,1,1,2,2,2,2,2,2,2,1,,,,0
10,,,,,,,13,2,8,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,0
13,6,,0,,,,16,1,8,5,1,,1,2,2,2,1,2,2,2,1,1,1,1,,0
06,,,,,,,9,1,9,5,1,,1,1,2,2,2,2,2,2,2,1,,2,,0
21,1,70,565000,7,6590,2751,49,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,,0
16,1,40,60000,1,8180,5740,59,2,1,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
05,,,,,,,8,1,1,5,1,,1,2,2,2,1,2,2,2,2,1,1,1,,1
20,1,40,10000,1,8891,0440,57,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,1,1,,0
20,1,25,3000,1,8680,4055,20,1,9,5,1,1,1,1,2,2,2,2,2,2,2,1,,2,,0
01,1,70,72000,7,8680,4000,53,1,6,1,2,1,1,2,1,2,1,2,2,2,2,4,4,1,,0
23,6,10,0,6,3875,8540,68,1,1,1,1,,1,2,1,1,2,2,2,2,2,1,,2,,0
21,1,38,11000,1,7071,5720,27,1,1,1,2,,1,1,2,2,2,2,2,2,2,5,1,1,,0
09,1,40,35000,1,0170,6050,49,1,8,3,2,1,2,2,2,2,2,2,2,2,2,5,4,1,,0
21,1,36,50000,1,8191,3255,44,2,1,3,2,1,1,1,2,2,2,2,2,2,2,4,1,1,2,0
